iso,dvr_4wk_td_per,dvr_4wk_td,date
KHM,1.03,172533.0,2021-08-08
KHM,1.14,191289.0,2021-08-15
KHM,1.32,220501.0,2021-08-22
KHM,1.35,224877.0,2021-08-27
KHM,1.36,226757.0,2021-09-01
KHM,1.31,219262.0,2021-09-06
KHM,1.13,188215.0,2021-09-13
KHM,0.89,149302.0,2021-09-20
KHM,0.75,125467.0,2021-09-27
KHM,0.57,95568.0,2021-10-04
KHM,0.57,94824.0,2021-10-17
KHM,1.06,177060.0,2021-10-22
KHM,1.07,178111.0,2021-10-31
KHM,1.13,188435.0,2021-11-05
KHM,1.1,184546.0,2021-11-08
KHM,0.73,121274.0,2021-11-15
KHM,0.25,41522.0,2021-11-22
KHM,0.22,36386.0,2021-11-29
KHM,0.27,44532.0,2021-12-11
KHM,0.31,51266.0,2021-12-19
KHM,0.34,56233.0,2021-12-24
KHM,0.33,55825.0,2021-12-27
KHM,0.31,52071.0,2022-01-03
KHM,0.39,65362.0,2022-01-16
KHM,0.5,83619.0,2022-01-23
KHM,0.55,92025.0,2022-01-30
KHM,0.55,91773.0,2022-01-31
KHM,0.5,84192.0,2022-02-07
KHM,0.44,73243.0,2022-02-14
KHM,0.46,76341.0,2022-02-26
KHM,0.55,91650.0,2022-03-05
KHM,0.55,92169.0,2022-03-07
KHM,0.53,88119.0,2022-03-14
KHM,0.43,72380.0,2022-03-21
KHM,0.3,50954.0,2022-03-28
KHM,0.22,36502.0,2022-04-04
KHM,0.17,28437.0,2022-04-11
KHM,0.23,38091.0,2022-04-24
KHM,0.29,48923.0,2022-05-01
KHM,0.38,63263.0,2022-05-08
KHM,0.45,75210.0,2022-05-13
KHM,0.44,73337.0,2022-05-16
KHM,0.39,65621.0,2022-05-23
KHM,0.33,55952.0,2022-05-30
KHM,0.27,44741.0,2022-06-06
KHM,0.22,36449.0,2022-06-13
KHM,0.22,35956.0,2022-06-20
KHM,0.21,35585.0,2022-06-27
KHM,0.21,35576.0,2022-07-04
KHM,0.2,34243.0,2022-07-11
KHM,0.21,34508.0,2022-07-21
KHM,0.24,39722.0,2022-07-31
KHM,0.26,42767.0,2022-08-05
KHM,0.25,42476.0,2022-08-08
KHM,0.24,40354.0,2022-08-15
KHM,0.22,35959.0,2022-08-22
KHM,0.19,31816.0,2022-08-29
KHM,0.18,29961.0,2022-09-05
KHM,0.18,30249.0,2022-09-12
KHM,0.18,29794.0,2022-09-19
KHM,0.16,26683.0,2022-09-26
KHM,0.14,23027.0,2022-10-03
KHM,0.12,20568.0,2022-10-10
KHM,0.11,18978.0,2022-10-17
KHM,0.12,19227.0,2022-10-24
KHM,0.11,19121.0,2022-10-31
KHM,0.1,16061.0,2022-11-07
KHM,0.08,12813.0,2022-11-14
KHM,0.07,11166.0,2022-11-21
KHM,0.06,10209.0,2022-11-28
KHM,0.06,10295.0,2022-12-05
KHM,0.06,10522.0,2022-12-12
KHM,0.06,9626.0,2022-12-19
KHM,0.05,8711.0,2022-12-26
KHM,0.05,8254.0,2023-01-02
KHM,0.07,10938.0,2023-01-13
KHM,0.11,17889.0,2023-01-22
KHM,0.14,22851.0,2023-01-28
KHM,0.16,26167.0,2023-02-02
KHM,0.17,27806.0,2023-02-07
KHM,0.17,27746.0,2023-02-13
KHM,0.15,24568.0,2023-02-20
KHM,0.12,20860.0,2023-02-27
KHM,0.11,17799.0,2023-03-06
KHM,0.08,13868.0,2023-03-13
KHM,0.07,11506.0,2023-03-20
KHM,0.06,9801.0,2023-03-27
KHM,0.05,8137.0,2023-04-03
KHM,0.04,6599.0,2023-04-10
KHM,0.03,4979.0,2023-04-17
KHM,0.02,3685.0,2023-04-24
KHM,0.02,2811.0,2023-05-01
KHM,0.02,3017.0,2023-05-08
KHM,0.02,3475.0,2023-05-15
KHM,0.03,4268.0,2023-05-22
KHM,0.03,5027.0,2023-05-29
KHM,0.03,5563.0,2023-06-05
KIR,0.14,172.0,2021-05-30
KIR,0.16,188.0,2021-06-02
KIR,0.17,198.0,2021-06-07
KIR,0.17,204.0,2021-06-14
KIR,0.18,215.0,2021-06-23
KIR,0.18,215.0,2021-06-28
KIR,0.18,215.0,2021-07-05
KIR,0.18,215.0,2021-07-12
KIR,0.18,215.0,2021-07-19
KIR,0.19,227.0,2021-08-01
KIR,0.22,262.0,2021-08-07
KIR,0.26,309.0,2021-08-15
KIR,0.29,345.0,2021-08-21
KIR,0.34,405.0,2021-08-29
KIR,0.41,493.0,2021-09-05
KIR,0.56,672.0,2021-09-12
KIR,0.71,846.0,2021-09-19
KIR,0.72,855.0,2021-09-21
KIR,0.7,832.0,2021-09-27
KIR,0.66,793.0,2021-10-04
KIR,0.63,755.0,2021-10-11
KIR,0.61,723.0,2021-10-24
KIR,0.63,749.0,2021-10-29
KIR,0.58,694.0,2021-11-01
KIR,0.47,563.0,2021-11-08
KIR,0.42,501.0,2021-11-21
KIR,0.49,591.0,2021-11-28
KIR,0.58,690.0,2021-12-05
KIR,0.66,790.0,2021-12-12
KIR,0.7,833.0,2021-12-15
KIR,0.65,771.0,2021-12-20
KIR,0.54,645.0,2021-12-27
KIR,0.43,519.0,2022-01-03
KIR,0.32,387.0,2022-01-10
KIR,0.29,344.0,2022-01-17
KIR,0.28,337.0,2022-01-24
KIR,0.28,331.0,2022-01-31
KIR,0.34,409.0,2022-02-13
KIR,0.36,426.0,2022-02-14
KIR,0.36,431.0,2022-02-27
KIR,0.45,538.0,2022-03-05
KIR,0.43,519.0,2022-03-07
KIR,0.31,371.0,2022-03-19
KIR,0.29,350.0,2022-03-21
KIR,0.23,276.0,2022-03-28
KIR,0.22,257.0,2022-04-10
KIR,0.22,257.0,2022-04-11
KIR,0.18,219.0,2022-04-18
KIR,0.18,215.0,2022-04-25
KIR,0.18,211.0,2022-05-02
KIR,0.2,233.0,2022-05-12
KIR,0.19,231.0,2022-05-16
KIR,0.16,191.0,2022-05-23
KIR,0.13,152.0,2022-05-30
KIR,0.09,113.0,2022-06-06
KIR,0.07,84.0,2022-06-13
KIR,0.07,84.0,2022-06-20
KIR,0.07,84.0,2022-06-27
KIR,0.07,84.0,2022-07-04
KIR,0.07,84.0,2022-07-11
KIR,0.07,84.0,2022-07-18
KIR,0.08,90.0,2022-07-29
KIR,0.08,91.0,2022-08-01
KIR,0.08,95.0,2022-08-08
KIR,0.11,135.0,2022-08-21
KIR,0.22,262.0,2022-08-28
KIR,0.33,389.0,2022-09-04
KIR,0.43,516.0,2022-09-11
KIR,0.51,606.0,2022-09-16
KIR,0.51,606.0,2022-09-19
KIR,0.51,606.0,2022-09-26
KIR,0.44,528.0,2022-10-03
KIR,0.38,450.0,2022-10-10
KIR,0.31,372.0,2022-10-17
KIR,0.25,294.0,2022-10-24
KIR,0.25,294.0,2022-10-31
KIR,0.24,292.0,2022-11-07
KIR,0.24,289.0,2022-11-14
KIR,0.24,287.0,2022-11-21
KIR,0.24,285.0,2022-11-28
KIR,0.24,284.0,2022-12-05
KIR,0.24,284.0,2022-12-12
KIR,0.24,284.0,2022-12-19
KIR,0.24,284.0,2022-12-26
KIR,0.24,284.0,2023-01-02
KIR,0.24,284.0,2023-01-09
KIR,0.24,284.0,2023-01-16
KIR,0.23,273.0,2023-01-23
KIR,0.22,259.0,2023-01-30
KIR,0.21,245.0,2023-02-06
KNA,0.16,86.0,2021-02-28
KNA,0.36,189.0,2021-03-07
KNA,0.51,272.0,2021-03-12
KNA,0.51,272.0,2021-03-15
KNA,0.53,280.0,2021-03-25
KNA,0.52,277.0,2021-03-29
KNA,0.42,226.0,2021-04-05
KNA,0.3,160.0,2021-04-12
KNA,0.26,140.0,2021-04-19
KNA,0.24,126.0,2021-04-26
KNA,0.27,143.0,2021-05-09
KNA,0.4,212.0,2021-05-16
KNA,0.63,332.0,2021-05-23
KNA,0.86,460.0,2021-05-30
KNA,1.04,551.0,2021-06-04
KNA,1.02,543.0,2021-06-07
KNA,0.94,498.0,2021-06-14
KNA,0.81,432.0,2021-06-21
KNA,0.86,460.0,2021-07-02
KNA,0.81,430.0,2021-07-05
KNA,0.7,370.0,2021-07-12
KNA,0.58,309.0,2021-07-19
KNA,0.33,175.0,2021-07-26
KNA,0.12,61.0,2021-08-03
KNA,0.12,61.0,2021-08-09
KNA,0.11,56.0,2021-08-18
KNA,0.14,73.0,2021-08-29
KNA,0.17,90.0,2021-09-03
KNA,0.18,94.0,2021-09-10
KNA,0.17,89.0,2021-09-13
KNA,0.14,74.0,2021-09-20
KNA,0.13,67.0,2021-10-02
KNA,0.15,77.0,2021-10-08
KNA,0.17,88.0,2021-10-16
KNA,0.18,94.0,2021-10-20
KNA,0.17,88.0,2021-10-25
KNA,0.14,72.0,2021-11-01
KNA,0.12,62.0,2021-11-08
KNA,0.12,63.0,2021-11-21
KNA,0.15,78.0,2021-11-26
KNA,0.16,83.0,2021-12-03
KNA,0.18,93.0,2021-12-10
KNA,0.18,94.0,2021-12-13
KNA,0.16,83.0,2021-12-20
KNA,0.15,78.0,2021-12-27
KNA,0.14,72.0,2022-01-03
KNA,0.13,70.0,2022-01-10
KNA,0.14,72.0,2022-01-19
KNA,0.13,70.0,2022-01-24
KNA,0.11,56.0,2022-01-31
KNA,0.09,45.0,2022-02-11
KNA,0.08,41.0,2022-02-14
KNA,0.06,32.0,2022-02-21
KNA,0.05,26.0,2022-02-28
KNA,0.05,24.0,2022-03-07
KNA,0.04,21.0,2022-03-14
KNA,0.03,17.0,2022-03-21
KNA,0.03,17.0,2022-03-28
KNA,0.02,12.0,2022-04-04
KNA,0.01,5.0,2022-04-11
KNA,0.01,4.0,2022-04-24
KNA,0.03,15.0,2022-04-29
KNA,0.03,15.0,2022-05-02
KNA,0.04,19.0,2022-05-13
KNA,0.04,20.0,2022-05-16
KNA,0.03,16.0,2022-05-23
KNA,0.02,10.0,2022-05-30
KNA,0.02,11.0,2022-06-06
KNA,0.02,10.0,2022-06-13
KNA,0.09,46.0,2022-06-26
KNA,0.25,134.0,2022-07-01
KNA,0.25,133.0,2022-07-04
KNA,0.25,131.0,2022-07-11
KNA,0.24,128.0,2022-07-18
KNA,0.14,72.0,2022-07-25
KNA,0.12,63.0,2022-08-05
KNA,0.12,63.0,2022-08-08
KNA,0.12,63.0,2022-08-15
KNA,0.12,63.0,2022-08-22
KNA,0.07,36.0,2022-08-29
KOR,0.05,23096.0,2021-02-28
KOR,0.06,28870.0,2021-03-03
KOR,0.06,31495.0,2021-03-08
KOR,0.06,32720.0,2021-03-15
KOR,0.06,28907.0,2021-03-22
KOR,0.05,27751.0,2021-03-29
KOR,0.05,26315.0,2021-04-05
KOR,0.07,35095.0,2021-04-18
KOR,0.12,60050.0,2021-04-25
KOR,0.18,90473.0,2021-05-01
KOR,0.21,105258.0,2021-05-09
KOR,0.21,105950.0,2021-05-10
KOR,0.2,101330.0,2021-05-17
KOR,0.25,129159.0,2021-05-30
KOR,0.42,213387.0,2021-06-06
KOR,0.64,325686.0,2021-06-13
KOR,0.85,435041.0,2021-06-20
KOR,0.86,443127.0,2021-06-21
KOR,0.79,405895.0,2021-06-29
KOR,0.61,313704.0,2021-07-05
KOR,0.42,216956.0,2021-07-12
KOR,0.26,131320.0,2021-07-21
KOR,0.39,201593.0,2021-08-01
KOR,0.49,250660.0,2021-08-08
KOR,0.63,325379.0,2021-08-15
KOR,0.69,353859.0,2021-08-22
KOR,1.18,606024.0,2021-08-29
KOR,1.34,687080.0,2021-09-05
KOR,1.49,761791.0,2021-09-12
KOR,1.77,907931.0,2021-09-18
KOR,1.66,850190.0,2021-09-20
KOR,1.31,670407.0,2021-10-03
KOR,1.29,661652.0,2021-10-04
KOR,1.17,598181.0,2021-10-11
KOR,1.07,547822.0,2021-10-23
KOR,1.05,538265.0,2021-10-25
KOR,0.88,452298.0,2021-11-01
KOR,0.71,362080.0,2021-11-08
KOR,0.55,284449.0,2021-11-15
KOR,0.45,228643.0,2021-11-28
KOR,0.49,249379.0,2021-12-04
KOR,0.59,304319.0,2021-12-12
KOR,0.98,504505.0,2021-12-19
KOR,1.01,515321.0,2021-12-21
KOR,1.17,599253.0,2022-01-02
KOR,1.21,619589.0,2022-01-09
KOR,1.21,621955.0,2022-01-10
KOR,0.99,508153.0,2022-01-17
KOR,0.84,433009.0,2022-01-24
KOR,0.71,365665.0,2022-01-31
KOR,0.61,310589.0,2022-02-07
KOR,0.5,255532.0,2022-02-14
KOR,0.42,215671.0,2022-02-21
KOR,0.35,178826.0,2022-02-28
KOR,0.27,140258.0,2022-03-07
KOR,0.2,104285.0,2022-03-14
KOR,0.14,74057.0,2022-03-21
KOR,0.1,51113.0,2022-03-28
KOR,0.08,41114.0,2022-04-04
KOR,0.08,41153.0,2022-04-11
KOR,0.11,54018.0,2022-04-24
KOR,0.12,59919.0,2022-04-26
KOR,0.2,100061.0,2022-05-06
KOR,0.23,115862.0,2022-05-15
KOR,0.23,117333.0,2022-05-16
KOR,0.21,107884.0,2022-05-23
KOR,0.14,73220.0,2022-05-30
KOR,0.1,50278.0,2022-06-06
KOR,0.06,33318.0,2022-06-13
KOR,0.05,23555.0,2022-06-20
KOR,0.04,20144.0,2022-06-27
KOR,0.06,29156.0,2022-07-10
KOR,0.12,63106.0,2022-07-17
KOR,0.17,85241.0,2022-07-22
KOR,0.19,95035.0,2022-07-28
KOR,0.21,106472.0,2022-08-04
KOR,0.18,92467.0,2022-08-08
KOR,0.13,67956.0,2022-08-15
KOR,0.11,57452.0,2022-08-22
KOR,0.11,57452.0,2022-08-29
KOR,0.1,52617.0,2022-09-05
KOR,0.08,41335.0,2022-09-12
KOR,0.06,29811.0,2022-09-19
KOR,0.04,17967.0,2022-09-26
KOR,0.04,18332.0,2022-10-09
KOR,0.05,23168.0,2022-10-15
KOR,0.06,28406.0,2022-10-21
KOR,0.07,33644.0,2022-10-27
KOR,0.07,34215.0,2022-10-31
KOR,0.07,33685.0,2022-11-07
KOR,0.06,33156.0,2022-11-14
KOR,0.06,32626.0,2022-11-21
KOR,0.06,32399.0,2022-11-28
KOR,0.06,32399.0,2022-12-05
KOR,0.06,32399.0,2022-12-12
KOR,0.06,32399.0,2022-12-19
KOR,0.06,32399.0,2022-12-26
KOR,0.06,32399.0,2023-01-02
KOR,0.06,32399.0,2023-01-09
KOR,0.06,32399.0,2023-01-16
KOR,0.06,32399.0,2023-01-23
KOR,0.06,32399.0,2023-01-30
KOR,0.06,32399.0,2023-02-06
KOR,0.06,32399.0,2023-02-13
KOR,0.06,29277.0,2023-02-20
KOR,0.05,23815.0,2023-02-27
KOR,0.03,17843.0,2023-03-06
KOR,0.02,11490.0,2023-03-13
KOR,0.02,8040.0,2023-03-20
KOR,0.01,6767.0,2023-03-27
KOR,0.01,5570.0,2023-04-03
KOR,0.01,4431.0,2023-04-10
KOR,0.01,3510.0,2023-04-17
KOR,0.01,2754.0,2023-04-24
KWT,0.1,4113.0,2021-01-01
KWT,0.11,4498.0,2021-01-04
KWT,0.11,4798.0,2021-01-11
KWT,0.12,4918.0,2021-01-19
KWT,0.12,5141.0,2021-01-25
KWT,0.12,5141.0,2021-02-01
KWT,0.12,5141.0,2021-02-08
KWT,0.12,5141.0,2021-02-15
KWT,0.12,5141.0,2021-02-22
KWT,0.12,5141.0,2021-03-01
KWT,0.12,5141.0,2021-03-08
KWT,0.15,6433.0,2021-03-21
KWT,0.18,7481.0,2021-03-27
KWT,0.19,7937.0,2021-04-01
KWT,0.24,10039.0,2021-04-10
KWT,0.31,13366.0,2021-04-15
KWT,0.31,13027.0,2021-04-19
KWT,0.48,20323.0,2021-05-01
KWT,0.49,20891.0,2021-05-04
KWT,0.47,20103.0,2021-05-10
KWT,0.44,18671.0,2021-05-20
KWT,0.41,17491.0,2021-05-24
KWT,0.3,12990.0,2021-05-31
KWT,0.3,12990.0,2021-06-07
KWT,0.3,12990.0,2021-06-14
KWT,0.3,12990.0,2021-06-21
KWT,0.3,12990.0,2021-06-28
KWT,0.3,12990.0,2021-07-05
KWT,0.3,12990.0,2021-07-12
KWT,0.3,12990.0,2021-07-19
KWT,0.3,12990.0,2021-07-26
KWT,0.3,12990.0,2021-08-02
KWT,0.26,11305.0,2021-08-09
KWT,0.21,8947.0,2021-08-16
KWT,0.15,6589.0,2021-08-23
KWT,0.1,4230.0,2021-08-30
KWT,0.08,3557.0,2021-09-06
KWT,0.08,3557.0,2021-09-13
KWT,0.08,3557.0,2021-09-20
KWT,0.08,3557.0,2021-09-27
KWT,0.08,3557.0,2021-10-04
KWT,0.08,3557.0,2021-10-11
KWT,0.08,3557.0,2021-10-18
KWT,0.61,26022.0,2021-10-31
KWT,1.14,48488.0,2021-11-07
KWT,1.66,70954.0,2021-11-14
KWT,2.19,93420.0,2021-11-21
KWT,2.19,93420.0,2021-11-22
KWT,2.19,93420.0,2021-11-29
KWT,2.12,90528.0,2021-12-06
KWT,1.63,69789.0,2021-12-13
KWT,1.18,50477.0,2021-12-20
KWT,0.76,32553.0,2021-12-27
KWT,0.37,15668.0,2022-01-05
KWT,0.37,15800.0,2022-01-10
KWT,0.34,14622.0,2022-01-17
KWT,0.28,11928.0,2022-01-25
KWT,0.25,10836.0,2022-01-31
KWT,0.23,9922.0,2022-02-09
KWT,0.22,9337.0,2022-02-16
KWT,0.21,8866.0,2022-02-21
KWT,0.2,8493.0,2022-02-28
KWT,0.22,9462.0,2022-03-10
KWT,0.22,9331.0,2022-03-16
KWT,0.23,9632.0,2022-03-21
KWT,0.23,9717.0,2022-03-29
KWT,0.23,9767.0,2022-04-04
KWT,0.17,7129.0,2022-04-11
KWT,0.13,5529.0,2022-04-18
KWT,0.11,4648.0,2022-04-25
KWT,0.08,3392.0,2022-05-02
KWT,0.07,2896.0,2022-05-09
KWT,0.05,2271.0,2022-05-16
KWT,0.05,2026.0,2022-05-23
KWT,0.06,2413.0,2022-06-01
KWT,0.06,2441.0,2022-06-06
KWT,0.06,2472.0,2022-06-13
KWT,0.06,2703.0,2022-06-20
KWT,0.06,2650.0,2022-06-27
KWT,0.06,2644.0,2022-07-04
KWT,0.06,2573.0,2022-07-11
KWT,0.05,2255.0,2022-07-18
KWT,0.05,2088.0,2022-07-25
KWT,0.04,1769.0,2022-08-01
KWT,0.04,1539.0,2022-08-08
KWT,0.02,1038.0,2022-08-15
KWT,0.02,802.0,2022-08-22
KWT,0.02,753.0,2022-08-29
KWT,0.01,603.0,2022-09-05
KWT,0.01,589.0,2022-09-12
KWT,0.01,602.0,2022-09-19
KWT,0.01,516.0,2022-09-26
KWT,0.01,427.0,2022-10-03
KWT,0.01,414.0,2022-10-10
KWT,0.01,488.0,2022-10-17
KWT,0.01,515.0,2022-10-24
KWT,0.02,647.0,2022-11-01
KWT,0.02,724.0,2022-11-07
KWT,0.02,727.0,2022-11-14
KWT,0.02,774.0,2022-11-21
KWT,0.01,600.0,2022-11-28
KWT,0.01,481.0,2022-12-05
KWT,0.01,361.0,2022-12-12
LAO,0.02,1126.0,2021-02-26
LAO,0.01,469.0,2021-03-01
LAO,0.01,511.0,2021-03-08
LAO,0.03,2026.0,2021-03-21
LAO,0.05,3320.0,2021-03-28
LAO,0.05,3368.0,2021-03-29
LAO,0.06,4005.0,2021-04-07
LAO,0.06,4237.0,2021-04-12
LAO,0.05,3538.0,2021-04-25
LAO,0.1,7058.0,2021-05-02
LAO,0.17,12046.0,2021-05-09
LAO,0.22,15919.0,2021-05-15
LAO,0.26,18607.0,2021-05-22
LAO,0.26,18751.0,2021-05-24
LAO,0.26,18749.0,2021-05-31
LAO,0.25,18228.0,2021-06-07
LAO,0.26,18561.0,2021-06-18
LAO,0.27,19387.0,2021-06-24
LAO,0.27,19788.0,2021-06-28
LAO,0.28,20129.0,2021-07-07
LAO,0.28,20415.0,2021-07-12
LAO,0.27,19670.0,2021-07-19
LAO,0.28,20219.0,2021-08-01
LAO,0.38,27606.0,2021-08-08
LAO,0.49,35696.0,2021-08-15
LAO,0.57,41390.0,2021-08-21
LAO,0.6,43550.0,2021-08-28
LAO,0.58,42013.0,2021-08-30
LAO,0.5,36634.0,2021-09-06
LAO,0.42,30828.0,2021-09-13
LAO,0.36,26260.0,2021-09-20
LAO,0.35,25774.0,2021-09-27
LAO,0.4,29135.0,2021-10-10
LAO,0.49,35626.0,2021-10-17
LAO,0.49,35794.0,2021-10-18
LAO,0.5,36080.0,2021-10-26
LAO,0.51,36782.0,2021-11-01
LAO,0.43,31455.0,2021-11-08
LAO,0.37,26813.0,2021-11-15
LAO,0.39,28217.0,2021-11-28
LAO,0.42,30323.0,2021-12-05
LAO,0.45,32515.0,2021-12-12
LAO,0.48,34708.0,2021-12-19
LAO,0.49,35334.0,2021-12-21
LAO,0.49,35334.0,2021-12-27
LAO,0.49,35334.0,2022-01-03
LAO,0.49,35334.0,2022-01-10
LAO,0.49,35334.0,2022-01-17
LAO,0.48,34780.0,2022-01-24
LAO,0.47,34134.0,2022-01-31
LAO,0.46,33489.0,2022-02-07
LAO,0.45,32843.0,2022-02-14
LAO,0.45,32626.0,2022-02-21
LAO,0.45,32409.0,2022-02-28
LAO,0.47,33875.0,2022-03-13
LAO,0.52,37489.0,2022-03-19
LAO,0.53,38735.0,2022-03-21
LAO,0.53,38264.0,2022-04-02
LAO,0.54,38998.0,2022-04-05
LAO,0.48,34767.0,2022-04-11
LAO,0.38,27629.0,2022-04-18
LAO,0.35,25790.0,2022-04-25
LAO,0.3,22057.0,2022-05-02
LAO,0.27,19488.0,2022-05-09
LAO,0.24,17237.0,2022-05-16
LAO,0.21,14986.0,2022-05-23
LAO,0.18,12735.0,2022-05-30
LAO,0.16,11770.0,2022-06-06
LAO,0.16,11770.0,2022-06-13
LAO,0.16,11770.0,2022-06-20
LAO,0.16,11770.0,2022-06-27
LAO,0.15,10596.0,2022-07-04
LAO,0.13,9423.0,2022-07-11
LAO,0.11,8249.0,2022-07-18
LAO,0.1,7075.0,2022-07-25
LAO,0.1,7075.0,2022-08-01
LAO,0.1,7075.0,2022-08-08
LAO,0.1,7075.0,2022-08-15
LAO,0.1,6949.0,2022-08-22
LAO,0.09,6729.0,2022-08-29
LAO,0.09,6508.0,2022-09-05
LAO,0.09,6288.0,2022-09-12
LAO,0.09,6194.0,2022-09-19
LAO,0.09,6194.0,2022-09-26
LAO,0.09,6355.0,2022-10-03
LAO,0.1,6949.0,2022-10-14
LAO,0.1,7111.0,2022-10-17
LAO,0.11,7651.0,2022-10-27
LAO,0.11,7705.0,2022-10-31
LAO,0.11,7705.0,2022-11-07
LAO,0.11,7705.0,2022-11-14
LAO,0.13,9246.0,2022-11-27
LAO,0.15,10787.0,2022-12-03
LAO,0.18,12841.0,2022-12-11
LAO,0.2,14382.0,2022-12-17
LAO,0.2,14896.0,2022-12-19
LAO,0.2,14896.0,2022-12-26
LAO,0.2,14896.0,2023-01-02
LAO,0.2,14896.0,2023-01-09
LAO,0.2,14896.0,2023-01-16
LAO,0.18,13016.0,2023-01-23
LAO,0.13,9726.0,2023-01-30
LAO,0.09,6436.0,2023-02-06
LAO,0.04,3146.0,2023-02-13
LAO,0.02,1736.0,2023-02-20
LAO,0.02,1736.0,2023-02-27
LAO,0.02,1736.0,2023-03-06
LAO,0.02,1736.0,2023-03-13
LAO,0.02,1736.0,2023-03-20
LAO,0.02,1736.0,2023-03-27
LAO,0.02,1736.0,2023-04-03
LAO,0.02,1736.0,2023-04-10
LAO,0.02,1736.0,2023-04-17
LAO,0.02,1736.0,2023-04-24
LAO,0.02,1736.0,2023-05-01
LAO,0.02,1736.0,2023-05-08
LAO,0.02,1736.0,2023-05-15
LBN,0.03,1869.0,2021-02-17
LBN,0.03,2216.0,2021-02-22
LBN,0.04,2390.0,2021-03-02
LBN,0.05,3141.0,2021-03-11
LBN,0.06,3786.0,2021-03-17
LBN,0.07,4508.0,2021-03-23
LBN,0.09,5814.0,2021-04-02
LBN,0.1,6501.0,2021-04-06
LBN,0.11,7191.0,2021-04-13
LBN,0.12,7880.0,2021-04-20
LBN,0.12,8224.0,2021-04-26
LBN,0.12,7850.0,2021-05-03
LBN,0.12,7864.0,2021-05-12
LBN,0.13,8571.0,2021-05-20
LBN,0.15,9899.0,2021-05-28
LBN,0.18,12073.0,2021-06-06
LBN,0.21,14215.0,2021-06-13
LBN,0.24,16255.0,2021-06-19
LBN,0.26,17526.0,2021-06-24
LBN,0.28,18887.0,2021-07-03
LBN,0.29,19488.0,2021-07-08
LBN,0.3,20168.0,2021-07-14
LBN,0.3,20816.0,2021-07-19
LBN,0.3,20159.0,2021-07-26
LBN,0.3,20344.0,2021-08-02
LBN,0.28,19141.0,2021-08-09
LBN,0.39,26528.0,2021-08-21
LBN,0.36,24416.0,2021-08-29
LBN,0.35,24184.0,2021-08-30
LBN,0.33,22193.0,2021-09-06
LBN,0.32,21568.0,2021-09-13
LBN,0.23,15930.0,2021-09-21
LBN,0.23,15393.0,2021-09-30
LBN,0.23,15558.0,2021-10-04
LBN,0.24,16176.0,2021-10-13
LBN,0.21,14495.0,2021-10-18
LBN,0.18,12383.0,2021-10-25
LBN,0.17,11812.0,2021-11-01
LBN,0.2,13342.0,2021-11-14
LBN,0.22,14788.0,2021-11-19
LBN,0.25,16876.0,2021-11-28
LBN,0.28,19217.0,2021-12-05
LBN,0.29,19471.0,2021-12-08
LBN,0.31,20927.0,2021-12-19
LBN,0.31,21115.0,2021-12-20
LBN,0.28,19253.0,2021-12-27
LBN,0.29,19737.0,2022-01-09
LBN,0.29,20076.0,2022-01-10
LBN,0.31,21273.0,2022-01-22
LBN,0.31,21352.0,2022-01-24
LBN,0.3,20314.0,2022-01-31
LBN,0.24,16147.0,2022-02-07
LBN,0.2,13323.0,2022-02-14
LBN,0.17,11526.0,2022-02-21
LBN,0.15,10469.0,2022-02-28
LBN,0.13,8695.0,2022-03-07
LBN,0.1,7038.0,2022-03-14
LBN,0.08,5177.0,2022-03-21
LBN,0.06,3791.0,2022-03-28
LBN,0.04,3063.0,2022-04-04
LBN,0.03,2296.0,2022-04-11
LBN,0.03,1886.0,2022-04-18
LBN,0.02,1597.0,2022-04-25
LBN,0.02,1141.0,2022-05-02
LBN,0.01,995.0,2022-05-09
LBN,0.02,1026.0,2022-05-16
LBN,0.02,1033.0,2022-05-23
LBN,0.02,1062.0,2022-06-02
LBN,0.02,1244.0,2022-06-06
LBN,0.02,1079.0,2022-06-13
LBN,0.02,1163.0,2022-06-20
LBN,0.02,1388.0,2022-06-27
LBN,0.02,1301.0,2022-07-04
LBN,0.02,1598.0,2022-07-11
LBN,0.03,1740.0,2022-07-19
LBN,0.02,1632.0,2022-07-25
LBN,0.02,1394.0,2022-08-01
LBN,0.02,1117.0,2022-08-08
LBN,0.01,824.0,2022-08-15
LBN,0.02,1027.0,2022-08-25
LBN,0.02,1052.0,2022-08-29
LBN,0.02,1047.0,2022-09-05
LBN,0.02,1207.0,2022-09-12
LBN,0.01,944.0,2022-09-19
LBN,0.01,881.0,2022-09-26
LBN,0.01,984.0,2022-10-03
LBN,0.01,786.0,2022-10-10
LBN,0.01,763.0,2022-10-17
LBN,0.01,726.0,2022-10-24
LBN,0.01,544.0,2022-10-31
LBN,0.01,525.0,2022-11-07
LBN,0.01,426.0,2022-11-14
LBN,0.01,381.0,2022-11-21
LBN,0.01,365.0,2022-11-28
LBR,0.01,261.0,2021-04-27
LBR,0.02,799.0,2021-05-04
LBR,0.03,1287.0,2021-05-12
LBR,0.03,1497.0,2021-05-17
LBR,0.03,1682.0,2021-05-24
LBR,0.03,1281.0,2021-05-31
LBR,0.02,1066.0,2021-06-07
LBR,0.02,778.0,2021-06-15
LBR,0.02,792.0,2021-06-25
LBR,0.02,931.0,2021-06-28
LBR,0.02,1043.0,2021-07-05
LBR,0.02,1065.0,2021-07-12
LBR,0.02,880.0,2021-07-19
LBR,0.01,472.0,2021-07-26
